id_venta,fecha,cliente,producto,cantidad,importe,medio_pago
V-20336,2026-05-28,Comercial Andrade,Toner HP,17,46132.36,transferencia
V-20337,2026-05-01,Garcia SA,Servicio mensual,18,46269.37,tarjeta
V-20338,2026-05-02,Juan Perez,Cuaderno,19,46406.38,efectivo
V-20339,2026-05-03,Marta Gomez,Mouse inalambrico,20,46543.39,transferencia
V-20340,2026-05-04,Kiosco El Sol,Servicio de consultoria,1,46680.40,tarjeta
V-20341,2026-05-05,Ferreteria Nuñez,Toner HP,2,46817.41,efectivo
V-20342,2026-05-06,Estudio Contable RyR,Servicio mensual,3,46954.42,transferencia
V-20343,2026-05-07,Bar La Esquina,Cuaderno,4,47091.43,tarjeta
V-20344,2026-05-08,Distribuidora Sur,Mouse inalambrico,5,47228.44,efectivo
V-20345,2026-05-09,Panaderia Ortiz,Servicio de consultoria,6,47365.45,transferencia
V-20346,2026-05-10,Optica Vision,Toner HP,7,47502.46,tarjeta
V-20347,2026-05-11,Tech Solutions,Servicio mensual,8,47639.47,efectivo
V-20348,2026-05-12,Farmacia Central,Cuaderno,9,47776.48,transferencia
V-20349,2026-05-13,Hotel Plaza,Mouse inalambrico,10,47913.49,tarjeta
V-20350,2026-05-14,Comercial Andrade,Servicio de consultoria,11,48050.50,efectivo
V-20351,2026-05-15,Garcia SA,Toner HP,12,48187.51,transferencia
V-20352,2026-05-16,Juan Perez,Servicio mensual,13,48324.52,tarjeta
V-20353,2026-05-17,Marta Gomez,Cuaderno,14,48461.53,efectivo
V-20354,2026-05-18,Kiosco El Sol,Mouse inalambrico,15,48598.54,transferencia
V-20355,2026-05-19,Ferreteria Nuñez,Servicio de consultoria,16,48735.55,tarjeta
V-20356,2026-05-20,Estudio Contable RyR,Toner HP,17,48872.56,efectivo
V-20357,2026-05-21,Bar La Esquina,Servicio mensual,18,49009.57,transferencia
V-20358,2026-05-22,Distribuidora Sur,Cuaderno,19,49146.58,tarjeta
V-20359,2026-05-23,Panaderia Ortiz,Mouse inalambrico,20,49283.59,efectivo
V-20360,2026-05-24,Optica Vision,Servicio de consultoria,1,49420.60,transferencia
V-20361,2026-05-25,Tech Solutions,Toner HP,2,49557.61,tarjeta
V-20362,2026-05-26,Farmacia Central,Servicio mensual,3,49694.62,efectivo
V-20363,2026-05-27,Hotel Plaza,Cuaderno,4,49831.63,transferencia
V-20364,2026-05-28,Comercial Andrade,Mouse inalambrico,5,49968.64,tarjeta
V-20365,2026-05-01,Garcia SA,Servicio de consultoria,6,105.65,efectivo
V-20366,2026-05-02,Juan Perez,Toner HP,7,242.66,transferencia
V-20367,2026-05-03,Marta Gomez,Servicio mensual,8,379.67,tarjeta
V-20368,2026-05-04,Kiosco El Sol,Cuaderno,9,516.68,efectivo
V-20369,2026-05-05,Ferreteria Nuñez,Mouse inalambrico,10,653.69,transferencia
V-20370,2026-05-06,Estudio Contable RyR,Servicio de consultoria,11,790.70,tarjeta
V-20371,2026-05-07,Bar La Esquina,Toner HP,12,927.71,efectivo
V-20372,2026-05-08,Distribuidora Sur,Servicio mensual,13,1064.72,transferencia
V-20373,2026-05-09,Panaderia Ortiz,Cuaderno,14,1201.73,tarjeta
V-20374,2026-05-10,Optica Vision,Mouse inalambrico,15,1338.74,efectivo
V-20375,2026-05-11,Tech Solutions,Servicio de consultoria,16,1475.75,transferencia
V-20376,2026-05-12,Farmacia Central,Toner HP,17,1612.76,tarjeta
V-20377,2026-05-13,Hotel Plaza,Servicio mensual,18,1749.77,efectivo
V-20378,2026-05-14,Comercial Andrade,Cuaderno,19,1886.78,transferencia
V-20379,2026-05-15,Garcia SA,Mouse inalambrico,20,2023.79,tarjeta
V-20380,2026-05-16,Juan Perez,Servicio de consultoria,1,2160.80,efectivo
V-20381,2026-05-17,Marta Gomez,Toner HP,2,2297.81,transferencia
V-20382,2026-05-18,Kiosco El Sol,Servicio mensual,3,2434.82,tarjeta
V-20383,2026-05-19,Ferreteria Nuñez,Cuaderno,4,2571.83,efectivo
V-20384,2026-05-20,Estudio Contable RyR,Mouse inalambrico,5,2708.84,transferencia
V-20385,2026-05-21,Bar La Esquina,Servicio de consultoria,6,2845.85,tarjeta
V-20386,2026-05-22,Distribuidora Sur,Toner HP,7,2982.86,efectivo
V-20387,2026-05-23,Panaderia Ortiz,Servicio mensual,8,3119.87,transferencia
V-20388,2026-05-24,Optica Vision,Cuaderno,9,3256.88,tarjeta
V-20389,2026-05-25,Tech Solutions,Mouse inalambrico,10,3393.89,efectivo
V-20390,2026-05-26,Farmacia Central,Servicio de consultoria,11,3530.90,transferencia
V-20391,2026-05-27,Hotel Plaza,Toner HP,12,3667.91,tarjeta
V-20392,2026-05-28,Comercial Andrade,Servicio mensual,13,3804.92,efectivo
V-20393,2026-05-01,Garcia SA,Cuaderno,14,3941.93,transferencia
V-20394,2026-05-02,Juan Perez,Mouse inalambrico,15,4078.94,tarjeta
V-20395,2026-05-03,Marta Gomez,Servicio de consultoria,16,4215.95,efectivo
V-20396,2026-05-04,Kiosco El Sol,Toner HP,17,4352.96,transferencia
V-20397,2026-05-05,Ferreteria Nuñez,Servicio mensual,18,4489.97,tarjeta
V-20398,2026-05-06,Estudio Contable RyR,Cuaderno,19,4626.98,efectivo
V-20399,2026-05-07,Bar La Esquina,Mouse inalambrico,20,4763.99,transferencia
V-20400,2026-05-08,Distribuidora Sur,Servicio de consultoria,1,4900.00,tarjeta
V-20401,2026-05-09,Panaderia Ortiz,Toner HP,2,5037.01,efectivo
V-20402,2026-05-10,Optica Vision,Servicio mensual,3,5174.02,transferencia
V-20403,2026-05-11,Tech Solutions,Cuaderno,4,5311.03,tarjeta
V-20404,2026-05-12,Farmacia Central,Mouse inalambrico,5,5448.04,efectivo
V-20405,2026-05-13,Hotel Plaza,Servicio de consultoria,6,5585.05,transferencia
V-20406,2026-05-14,Comercial Andrade,Toner HP,7,5722.06,tarjeta
V-20407,2026-05-15,Garcia SA,Servicio mensual,8,5859.07,efectivo
V-20408,2026-05-16,Juan Perez,Cuaderno,9,5996.08,transferencia
V-20409,2026-05-17,Marta Gomez,Mouse inalambrico,10,6133.09,tarjeta
V-20410,2026-05-18,Kiosco El Sol,Servicio de consultoria,11,6270.10,efectivo
V-20411,2026-05-19,Ferreteria Nuñez,Toner HP,12,6407.11,transferencia
V-20412,2026-05-20,Estudio Contable RyR,Servicio mensual,13,6544.12,tarjeta
V-20413,2026-05-21,Bar La Esquina,Cuaderno,14,6681.13,efectivo
V-20414,2026-05-22,Distribuidora Sur,Mouse inalambrico,15,6818.14,transferencia
V-20415,2026-05-23,Panaderia Ortiz,Servicio de consultoria,16,6955.15,tarjeta
V-20416,2026-05-24,Optica Vision,Toner HP,17,7092.16,efectivo
V-20417,2026-05-25,Tech Solutions,Servicio mensual,18,7229.17,transferencia
V-20418,2026-05-26,Farmacia Central,Cuaderno,19,7366.18,tarjeta
V-20419,2026-05-27,Hotel Plaza,Mouse inalambrico,20,7503.19,efectivo
V-20420,2026-05-28,Comercial Andrade,Servicio de consultoria,1,7640.20,transferencia
V-20421,2026-05-01,Garcia SA,Toner HP,2,7777.21,tarjeta
V-20422,2026-05-02,Juan Perez,Servicio mensual,3,7914.22,efectivo
V-20423,2026-05-03,Marta Gomez,Cuaderno,4,8051.23,transferencia
V-20424,2026-05-04,Kiosco El Sol,Mouse inalambrico,5,8188.24,tarjeta
V-20425,2026-05-05,Ferreteria Nuñez,Servicio de consultoria,6,8325.25,efectivo
V-20426,2026-05-06,Estudio Contable RyR,Toner HP,7,8462.26,transferencia
V-20427,2026-05-07,Bar La Esquina,Servicio mensual,8,8599.27,tarjeta
V-20428,2026-05-08,Distribuidora Sur,Cuaderno,9,8736.28,efectivo
V-20429,2026-05-09,Panaderia Ortiz,Mouse inalambrico,10,8873.29,transferencia
V-20430,2026-05-10,Optica Vision,Servicio de consultoria,11,9010.30,tarjeta
V-20431,2026-05-11,Tech Solutions,Toner HP,12,9147.31,efectivo
V-20432,2026-05-12,Farmacia Central,Servicio mensual,13,9284.32,transferencia
V-20433,2026-05-13,Hotel Plaza,Cuaderno,14,9421.33,tarjeta
V-20434,2026-05-14,Comercial Andrade,Mouse inalambrico,15,9558.34,efectivo
V-20435,2026-05-15,Garcia SA,Servicio de consultoria,16,9695.35,transferencia
V-20436,2026-05-16,Juan Perez,Toner HP,17,9832.36,tarjeta
V-20437,2026-05-17,Marta Gomez,Servicio mensual,18,9969.37,efectivo
V-20438,2026-05-18,Kiosco El Sol,Cuaderno,19,10106.38,transferencia
V-20439,2026-05-19,Ferreteria Nuñez,Mouse inalambrico,20,10243.39,tarjeta
V-20440,2026-05-20,Estudio Contable RyR,Servicio de consultoria,1,10380.40,efectivo
V-20441,2026-05-21,Bar La Esquina,Toner HP,2,10517.41,transferencia
V-20442,2026-05-22,Distribuidora Sur,Servicio mensual,3,10654.42,tarjeta
V-20443,2026-05-23,Panaderia Ortiz,Cuaderno,4,10791.43,efectivo
V-20444,2026-05-24,Optica Vision,Mouse inalambrico,5,10928.44,transferencia
V-20445,2026-05-25,Tech Solutions,Servicio de consultoria,6,11065.45,tarjeta
V-20446,2026-05-26,Farmacia Central,Toner HP,7,11202.46,efectivo
V-20447,2026-05-27,Hotel Plaza,Servicio mensual,8,11339.47,transferencia
V-20448,2026-05-28,Comercial Andrade,Cuaderno,9,11476.48,tarjeta
V-20449,2026-05-01,Garcia SA,Mouse inalambrico,10,11613.49,efectivo
V-20450,2026-05-02,Juan Perez,Servicio de consultoria,11,11750.50,transferencia
V-20451,2026-05-03,Marta Gomez,Toner HP,12,11887.51,tarjeta
V-20452,2026-05-04,Kiosco El Sol,Servicio mensual,13,12024.52,efectivo
V-20453,2026-05-05,Ferreteria Nuñez,Cuaderno,14,12161.53,transferencia
V-20454,2026-05-06,Estudio Contable RyR,Mouse inalambrico,15,12298.54,tarjeta
V-20455,2026-05-07,Bar La Esquina,Servicio de consultoria,16,12435.55,efectivo
V-20456,2026-05-08,Distribuidora Sur,Toner HP,17,12572.56,transferencia
V-20457,2026-05-09,Panaderia Ortiz,Servicio mensual,18,12709.57,tarjeta
V-20458,2026-05-10,Optica Vision,Cuaderno,19,12846.58,efectivo
V-20459,2026-05-11,Tech Solutions,Mouse inalambrico,20,12983.59,transferencia
V-20460,2026-05-12,Farmacia Central,Servicio de consultoria,1,13120.60,tarjeta
V-20461,2026-05-13,Hotel Plaza,Toner HP,2,13257.61,efectivo
V-20462,2026-05-14,Comercial Andrade,Servicio mensual,3,13394.62,transferencia
V-20463,2026-05-15,Garcia SA,Cuaderno,4,13531.63,tarjeta
V-20464,2026-05-16,Juan Perez,Mouse inalambrico,5,13668.64,efectivo
V-20465,2026-05-17,Marta Gomez,Servicio de consultoria,6,13805.65,transferencia
V-20466,2026-05-18,Kiosco El Sol,Toner HP,7,13942.66,tarjeta
V-20467,2026-05-19,Ferreteria Nuñez,Servicio mensual,8,14079.67,efectivo
V-20468,2026-05-20,Estudio Contable RyR,Cuaderno,9,14216.68,transferencia
V-20469,2026-05-21,Bar La Esquina,Mouse inalambrico,10,14353.69,tarjeta
V-20470,2026-05-22,Distribuidora Sur,Servicio de consultoria,11,14490.70,efectivo
V-20471,2026-05-23,Panaderia Ortiz,Toner HP,12,14627.71,transferencia
V-20472,2026-05-24,Optica Vision,Servicio mensual,13,14764.72,tarjeta
V-20473,2026-05-25,Tech Solutions,Cuaderno,14,14901.73,efectivo
V-20474,2026-05-26,Farmacia Central,Mouse inalambrico,15,15038.74,transferencia
V-20475,2026-05-27,Hotel Plaza,Servicio de consultoria,16,15175.75,tarjeta
V-20476,2026-05-28,Comercial Andrade,Toner HP,17,15312.76,efectivo
V-20477,2026-05-01,Garcia SA,Servicio mensual,18,15449.77,transferencia
V-20478,2026-05-02,Juan Perez,Cuaderno,19,15586.78,tarjeta
V-20479,2026-05-03,Marta Gomez,Mouse inalambrico,20,15723.79,efectivo
V-20480,2026-05-04,Kiosco El Sol,Servicio de consultoria,1,15860.80,transferencia
V-20481,2026-05-05,Ferreteria Nuñez,Toner HP,2,15997.81,tarjeta
V-20482,2026-05-06,Estudio Contable RyR,Servicio mensual,3,16134.82,efectivo
V-20483,2026-05-07,Bar La Esquina,Cuaderno,4,16271.83,transferencia
V-20484,2026-05-08,Distribuidora Sur,Mouse inalambrico,5,16408.84,tarjeta
V-20485,2026-05-09,Panaderia Ortiz,Servicio de consultoria,6,16545.85,efectivo
V-20486,2026-05-10,Optica Vision,Toner HP,7,16682.86,transferencia
V-20487,2026-05-11,Tech Solutions,Servicio mensual,8,16819.87,tarjeta
V-20488,2026-05-12,Farmacia Central,Cuaderno,9,16956.88,efectivo
V-20489,2026-05-13,Hotel Plaza,Mouse inalambrico,10,17093.89,transferencia
V-20490,2026-05-14,Comercial Andrade,Servicio de consultoria,11,17230.90,tarjeta
V-20491,2026-05-15,Garcia SA,Toner HP,12,17367.91,efectivo
V-20492,2026-05-16,Juan Perez,Servicio mensual,13,17504.92,transferencia
V-20493,2026-05-17,Marta Gomez,Cuaderno,14,17641.93,tarjeta
V-20494,2026-05-18,Kiosco El Sol,Mouse inalambrico,15,17778.94,efectivo
V-20495,2026-05-19,Ferreteria Nuñez,Servicio de consultoria,16,17915.95,transferencia
V-20496,2026-05-20,Estudio Contable RyR,Toner HP,17,18052.96,tarjeta
V-20497,2026-05-21,Bar La Esquina,Servicio mensual,18,18189.97,efectivo
V-20498,2026-05-22,Distribuidora Sur,Cuaderno,19,18326.98,transferencia
V-20499,2026-05-23,Panaderia Ortiz,Mouse inalambrico,20,18463.99,tarjeta
V-20500,2026-05-24,Optica Vision,Servicio de consultoria,1,18600.00,efectivo
V-20501,2026-05-25,Tech Solutions,Toner HP,2,18737.01,transferencia
V-20502,2026-05-26,Farmacia Central,Servicio mensual,3,18874.02,tarjeta
V-20503,2026-05-27,Hotel Plaza,Cuaderno,4,19011.03,efectivo
V-20504,2026-05-28,Comercial Andrade,Mouse inalambrico,5,19148.04,transferencia
V-20505,2026-05-01,Garcia SA,Servicio de consultoria,6,19285.05,tarjeta
V-20506,2026-05-02,Juan Perez,Toner HP,7,19422.06,efectivo
V-20507,2026-05-03,Marta Gomez,Servicio mensual,8,19559.07,transferencia
V-20508,2026-05-04,Kiosco El Sol,Cuaderno,9,19696.08,tarjeta
V-20509,2026-05-05,Ferreteria Nuñez,Mouse inalambrico,10,19833.09,efectivo
V-20510,2026-05-06,Estudio Contable RyR,Servicio de consultoria,11,19970.10,transferencia
V-20511,2026-05-07,Bar La Esquina,Toner HP,12,20107.11,tarjeta
V-20512,2026-05-08,Distribuidora Sur,Servicio mensual,13,20244.12,efectivo
V-20513,2026-05-09,Panaderia Ortiz,Cuaderno,14,20381.13,transferencia
V-20514,2026-05-10,Optica Vision,Mouse inalambrico,15,20518.14,tarjeta
V-20515,2026-05-11,Tech Solutions,Servicio de consultoria,16,20655.15,efectivo
V-20516,2026-05-12,Farmacia Central,Toner HP,17,20792.16,transferencia
V-20517,2026-05-13,Hotel Plaza,Servicio mensual,18,20929.17,tarjeta
V-20518,2026-05-14,Comercial Andrade,Cuaderno,19,21066.18,efectivo
V-20519,2026-05-15,Garcia SA,Mouse inalambrico,20,21203.19,transferencia
V-20520,2026-05-16,Juan Perez,Servicio de consultoria,1,21340.20,tarjeta
V-20521,2026-05-17,Marta Gomez,Toner HP,2,21477.21,efectivo
V-20522,2026-05-18,Kiosco El Sol,Servicio mensual,3,21614.22,transferencia
V-20523,2026-05-19,Ferreteria Nuñez,Cuaderno,4,21751.23,tarjeta
V-20524,2026-05-20,Estudio Contable RyR,Mouse inalambrico,5,21888.24,efectivo
V-20525,2026-05-21,Bar La Esquina,Servicio de consultoria,6,22025.25,transferencia
V-20526,2026-05-22,Distribuidora Sur,Toner HP,7,22162.26,tarjeta
V-20527,2026-05-23,Panaderia Ortiz,Servicio mensual,8,22299.27,efectivo
V-20528,2026-05-24,Optica Vision,Cuaderno,9,22436.28,transferencia
V-20529,2026-05-25,Tech Solutions,Mouse inalambrico,10,22573.29,tarjeta
V-20530,2026-05-26,Farmacia Central,Servicio de consultoria,11,22710.30,efectivo
V-20531,2026-05-27,Hotel Plaza,Toner HP,12,22847.31,transferencia
V-20532,2026-05-28,Comercial Andrade,Servicio mensual,13,22984.32,tarjeta
V-20533,2026-05-01,Garcia SA,Cuaderno,14,23121.33,efectivo
V-20534,2026-05-02,Juan Perez,Mouse inalambrico,15,23258.34,transferencia
V-20535,2026-05-03,Marta Gomez,Servicio de consultoria,16,23395.35,tarjeta
V-20536,2026-05-04,Kiosco El Sol,Toner HP,17,23532.36,efectivo
V-20537,2026-05-05,Ferreteria Nuñez,Servicio mensual,18,23669.37,transferencia
V-20538,2026-05-06,Estudio Contable RyR,Cuaderno,19,23806.38,tarjeta
V-20539,2026-05-07,Bar La Esquina,Mouse inalambrico,20,23943.39,efectivo
V-20540,2026-05-08,Distribuidora Sur,Servicio de consultoria,1,24080.40,transferencia
V-20541,2026-05-09,Panaderia Ortiz,Toner HP,2,24217.41,tarjeta
V-20542,2026-05-10,Optica Vision,Servicio mensual,3,24354.42,efectivo
V-20543,2026-05-11,Tech Solutions,Cuaderno,4,24491.43,transferencia
V-20544,2026-05-12,Farmacia Central,Mouse inalambrico,5,24628.44,tarjeta
V-20545,2026-05-13,Hotel Plaza,Servicio de consultoria,6,24765.45,efectivo
V-20546,2026-05-14,Comercial Andrade,Toner HP,7,24902.46,transferencia
V-20547,2026-05-15,Garcia SA,Servicio mensual,8,25039.47,tarjeta
V-20548,2026-05-16,Juan Perez,Cuaderno,9,25176.48,efectivo
V-20549,2026-05-17,Marta Gomez,Mouse inalambrico,10,25313.49,transferencia
V-20550,2026-05-18,Kiosco El Sol,Servicio de consultoria,11,25450.50,tarjeta
V-20551,2026-05-19,Ferreteria Nuñez,Toner HP,12,25587.51,efectivo
V-20552,2026-05-20,Estudio Contable RyR,Servicio mensual,13,25724.52,transferencia
V-20553,2026-05-21,Bar La Esquina,Cuaderno,14,25861.53,tarjeta
V-20554,2026-05-22,Distribuidora Sur,Mouse inalambrico,15,25998.54,efectivo
V-20555,2026-05-23,Panaderia Ortiz,Servicio de consultoria,16,26135.55,transferencia
V-20556,2026-05-24,Optica Vision,Toner HP,17,26272.56,tarjeta
V-20557,2026-05-25,Tech Solutions,Servicio mensual,18,26409.57,efectivo
V-20558,2026-05-26,Farmacia Central,Cuaderno,19,26546.58,transferencia
V-20559,2026-05-27,Hotel Plaza,Mouse inalambrico,20,26683.59,tarjeta
V-20560,2026-05-28,Comercial Andrade,Servicio de consultoria,1,26820.60,efectivo
V-20561,2026-05-01,Garcia SA,Toner HP,2,26957.61,transferencia
V-20562,2026-05-02,Juan Perez,Servicio mensual,3,27094.62,tarjeta
V-20563,2026-05-03,Marta Gomez,Cuaderno,4,27231.63,efectivo
V-20564,2026-05-04,Kiosco El Sol,Mouse inalambrico,5,27368.64,transferencia
V-20565,2026-05-05,Ferreteria Nuñez,Servicio de consultoria,6,27505.65,tarjeta
V-20566,2026-05-06,Estudio Contable RyR,Toner HP,7,27642.66,efectivo
V-20567,2026-05-07,Bar La Esquina,Servicio mensual,8,27779.67,transferencia
V-20568,2026-05-08,Distribuidora Sur,Cuaderno,9,27916.68,tarjeta
V-20569,2026-05-09,Panaderia Ortiz,Mouse inalambrico,10,28053.69,efectivo
V-20570,2026-05-10,Optica Vision,Servicio de consultoria,11,28190.70,transferencia
V-20571,2026-05-11,Tech Solutions,Toner HP,12,28327.71,tarjeta
V-20572,2026-05-12,Farmacia Central,Servicio mensual,13,28464.72,efectivo
V-20573,2026-05-13,Hotel Plaza,Cuaderno,14,28601.73,transferencia
V-20574,2026-05-14,Comercial Andrade,Mouse inalambrico,15,28738.74,tarjeta
V-20575,2026-05-15,Garcia SA,Servicio de consultoria,16,28875.75,efectivo
V-20576,2026-05-16,Juan Perez,Toner HP,17,29012.76,transferencia
V-20577,2026-05-17,Marta Gomez,Servicio mensual,18,29149.77,tarjeta
V-20578,2026-05-18,Kiosco El Sol,Cuaderno,19,29286.78,efectivo
V-20579,2026-05-19,Ferreteria Nuñez,Mouse inalambrico,20,29423.79,transferencia
V-20580,2026-05-20,Estudio Contable RyR,Servicio de consultoria,1,29560.80,tarjeta
V-20581,2026-05-21,Bar La Esquina,Toner HP,2,29697.81,efectivo
V-20582,2026-05-22,Distribuidora Sur,Servicio mensual,3,29834.82,transferencia
V-20583,2026-05-23,Panaderia Ortiz,Cuaderno,4,29971.83,tarjeta
V-20584,2026-05-24,Optica Vision,Mouse inalambrico,5,30108.84,efectivo
V-20585,2026-05-25,Tech Solutions,Servicio de consultoria,6,30245.85,transferencia
V-20586,2026-05-26,Farmacia Central,Toner HP,7,30382.86,tarjeta
V-20587,2026-05-27,Hotel Plaza,Servicio mensual,8,30519.87,efectivo
V-20588,2026-05-28,Comercial Andrade,Cuaderno,9,30656.88,transferencia
V-20589,2026-05-01,Garcia SA,Mouse inalambrico,10,30793.89,tarjeta
V-20590,2026-05-02,Juan Perez,Servicio de consultoria,11,30930.90,efectivo
V-20591,2026-05-03,Marta Gomez,Toner HP,12,31067.91,transferencia
V-20592,2026-05-04,Kiosco El Sol,Servicio mensual,13,31204.92,tarjeta
V-20593,2026-05-05,Ferreteria Nuñez,Cuaderno,14,31341.93,efectivo
V-20594,2026-05-06,Estudio Contable RyR,Mouse inalambrico,15,31478.94,transferencia
V-20595,2026-05-07,Bar La Esquina,Servicio de consultoria,16,31615.95,tarjeta
V-20596,2026-05-08,Distribuidora Sur,Toner HP,17,31752.96,efectivo
V-20597,2026-05-09,Panaderia Ortiz,Servicio mensual,18,31889.97,transferencia
V-20598,2026-05-10,Optica Vision,Cuaderno,19,32026.98,tarjeta
V-20599,2026-05-11,Tech Solutions,Mouse inalambrico,20,32163.99,efectivo
V-20600,2026-05-12,Farmacia Central,Servicio de consultoria,1,32300.00,transferencia
V-20601,2026-05-13,Hotel Plaza,Toner HP,2,32437.01,tarjeta
V-20602,2026-05-14,Comercial Andrade,Servicio mensual,3,32574.02,efectivo
V-20603,2026-05-15,Garcia SA,Cuaderno,4,32711.03,transferencia
V-20604,2026-05-16,Juan Perez,Mouse inalambrico,5,32848.04,tarjeta
V-20605,2026-05-17,Marta Gomez,Servicio de consultoria,6,32985.05,efectivo
V-20606,2026-05-18,Kiosco El Sol,Toner HP,7,33122.06,transferencia
V-20607,2026-05-19,Ferreteria Nuñez,Servicio mensual,8,33259.07,tarjeta
V-20608,2026-05-20,Estudio Contable RyR,Cuaderno,9,33396.08,efectivo
V-20609,2026-05-21,Bar La Esquina,Mouse inalambrico,10,33533.09,transferencia
V-20610,2026-05-22,Distribuidora Sur,Servicio de consultoria,11,33670.10,tarjeta
V-20611,2026-05-23,Panaderia Ortiz,Toner HP,12,33807.11,efectivo
V-20612,2026-05-24,Optica Vision,Servicio mensual,13,33944.12,transferencia
V-20613,2026-05-25,Tech Solutions,Cuaderno,14,34081.13,tarjeta
V-20614,2026-05-26,Farmacia Central,Mouse inalambrico,15,34218.14,efectivo
V-20615,2026-05-27,Hotel Plaza,Servicio de consultoria,16,34355.15,transferencia
V-20616,2026-05-28,Comercial Andrade,Toner HP,17,34492.16,tarjeta
V-20617,2026-05-01,Garcia SA,Servicio mensual,18,34629.17,efectivo
V-20618,2026-05-02,Juan Perez,Cuaderno,19,34766.18,transferencia
V-20619,2026-05-03,Marta Gomez,Mouse inalambrico,20,34903.19,tarjeta
V-20620,2026-05-04,Kiosco El Sol,Servicio de consultoria,1,35040.20,efectivo
V-20621,2026-05-05,Ferreteria Nuñez,Toner HP,2,35177.21,transferencia
V-20622,2026-05-06,Estudio Contable RyR,Servicio mensual,3,35314.22,tarjeta
V-20623,2026-05-07,Bar La Esquina,Cuaderno,4,35451.23,efectivo
V-20624,2026-05-08,Distribuidora Sur,Mouse inalambrico,5,35588.24,transferencia
V-20625,2026-05-09,Panaderia Ortiz,Servicio de consultoria,6,35725.25,tarjeta
V-20626,2026-05-10,Optica Vision,Toner HP,7,35862.26,efectivo
V-20627,2026-05-11,Tech Solutions,Servicio mensual,8,35999.27,transferencia
V-20628,2026-05-12,Farmacia Central,Cuaderno,9,36136.28,tarjeta
V-20629,2026-05-13,Hotel Plaza,Mouse inalambrico,10,36273.29,efectivo
V-20630,2026-05-14,Comercial Andrade,Servicio de consultoria,11,36410.30,transferencia
V-20631,2026-05-15,Garcia SA,Toner HP,12,36547.31,tarjeta
V-20632,2026-05-16,Juan Perez,Servicio mensual,13,36684.32,efectivo
V-20633,2026-05-17,Marta Gomez,Cuaderno,14,36821.33,transferencia
